id,age,income,spending_score,savings,loan_amount,default
24187,69,136889,39,289090,253997,0
24188,63,41673,4,138886,7218,0
24189,37,149980,48,487215,435297,0
24190,43,61638,71,295106,727033,1
24191,32,39841,48,24601,264194,0
24192,24,55512,82,424206,6565,1
24193,24,38737,62,119617,552080,1
24194,67,103568,23,400822,133497,1
24195,46,119983,60,194699,94930,1
24196,40,52061,28,347189,174325,0
24197,51,34689,42,50526,379129,1
24198,37,57770,38,71557,72766,0
24199,32,107250,83,74719,692812,1
24200,50,23966,58,469830,744093,1
24201,34,148702,63,97326,177175,0
24202,37,117053,59,43551,280270,0
24203,30,71893,21,405784,238774,0
24204,61,66534,99,183412,282568,0
24205,41,83130,50,140017,768403,1
24206,64,102773,2,15743,93745,1
24207,54,91871,81,82805,474974,1
24208,24,127088,75,154426,200863,0
24209,25,39790,13,158670,8326,1
24210,40,72104,56,103358,760611,0
24211,31,134507,92,357138,595204,1
24212,21,74215,17,323192,338303,0
24213,38,111131,45,14500,44865,0
24214,63,33185,53,106963,574088,1
24215,27,95312,88,498479,360729,1
24216,39,123215,98,380557,600031,0
24217,47,30806,37,127513,88051,0
24218,47,38255,14,88372,168196,1
24219,33,143970,70,351685,563370,0
24220,28,37010,41,173446,687763,1
24221,39,122511,56,45833,558833,1
24222,46,24766,44,206553,782149,1
24223,42,113290,22,179016,480391,0
24224,31,28217,84,114691,728287,0
24225,31,55816,23,355445,77821,1
24226,19,61581,44,279062,451161,0
24227,30,131681,32,62538,81083,0
24228,20,113597,86,479064,198931,0
24229,47,94444,87,417632,248679,1
24230,35,71812,84,98183,653004,1
24231,53,93203,37,86730,35159,0
24232,38,70893,46,443485,101089,0
24233,36,137760,39,65237,642887,1
24234,33,60671,34,236916,620815,1
24235,45,125029,81,40514,688788,0
24236,21,40117,79,105186,718459,0
24237,68,51178,85,194994,328179,0
24238,32,90000,1,2693,697078,0
24239,18,80118,38,46245,80825,1
24240,65,21845,98,199955,476245,0
24241,64,97965,29,59883,83540,1
24242,33,126509,66,10984,653002,0
24243,37,44019,20,171384,489748,0
24244,50,121062,42,2700,68951,0
24245,34,102450,57,303994,590928,1
24246,22,76729,77,19676,142461,0
24247,22,100698,8,470884,534916,1
24248,56,76469,87,54813,777927,1
24249,30,109861,59,351654,106565,1
24250,61,39262,11,108499,59272,1
24251,53,23404,87,127506,666232,0
24252,47,84585,36,449880,275195,0
24253,21,110549,28,101153,496038,0
24254,40,69534,81,89511,116869,1
24255,38,74162,72,122115,585043,1
24256,38,68478,1,295564,170138,1
24257,23,62249,93,299069,644183,1
24258,41,112964,52,191543,367303,0
24259,64,25068,3,167025,537825,0
24260,48,66736,13,229238,30552,1
24261,36,30229,97,406210,555636,0
24262,55,109014,23,317578,360779,1
24263,29,97444,87,248484,39772,0
24264,31,63412,34,468030,146545,1
24265,67,109084,26,1135,207880,0
24266,29,110997,5,364691,145170,0
24267,32,64454,8,327009,20265,1
24268,36,132275,81,470076,532824,1
24269,45,88550,25,29319,59891,1
24270,57,138670,87,339511,64289,0
24271,58,56942,55,449997,618268,0
24272,22,110420,28,463529,600506,0
24273,22,78070,98,298774,605718,0
24274,23,88640,8,88635,441893,1
24275,40,39321,19,202685,736722,1
24276,20,148427,13,414981,590575,1
24277,54,34017,26,468103,235534,1
24278,50,62673,39,297270,470642,1
24279,60,97599,51,389197,760497,1
24280,38,148334,6,390136,191865,1
24281,37,134118,13,166775,519155,0
24282,18,135400,52,499221,691785,0
24283,56,102870,87,98453,273932,0
24284,64,70587,36,394649,57125,0
24285,34,24565,17,359690,285764,1
24286,46,119842,65,177215,540844,1
24287,25,129108,43,184845,792527,1
24288,43,98761,13,364689,40603,0
24289,45,44321,92,413319,215486,0
24290,51,136856,63,1333,144522,0
24291,43,79541,55,45962,537636,1
24292,30,71352,78,452074,72081,1
24293,61,148728,14,332449,630322,0
24294,54,50623,71,290753,357302,1
24295,30,47627,41,376017,551297,0
24296,55,70822,43,293259,6272,0
24297,42,148255,63,195010,450832,1
24298,64,65629,82,490293,779543,1
24299,40,113246,41,384276,596132,0
24300,39,105284,9,340690,690332,1
24301,38,104035,20,485302,414931,1
24302,47,61184,21,26435,95149,0
24303,28,20846,25,467361,502971,1
24304,21,52392,66,5581,43629,0
24305,50,141389,30,61359,498631,1
24306,64,117886,72,119513,79094,1
24307,29,84801,25,210779,217647,1
24308,26,133515,94,62672,137877,1
24309,49,100118,30,359059,402456,0
24310,28,74587,77,202935,367432,1
24311,54,122373,31,89713,39126,0
24312,41,137644,96,30042,550140,0
24313,24,73539,36,451986,311012,0
24314,25,44031,41,239509,767753,0
24315,50,112373,61,290178,116926,1
24316,42,26911,29,164127,735500,0
24317,18,62543,34,338040,464794,0
24318,20,141436,19,125836,696771,1
24319,57,135658,90,332876,708819,0
24320,45,142373,5,309657,135407,0
24321,60,114084,20,281250,696832,1
24322,50,70368,78,161066,76586,1
24323,63,107026,29,416333,500671,1
24324,18,144518,3,258978,528253,1
24325,55,140241,84,481235,309088,1
24326,44,112233,25,20873,763054,1
24327,55,43625,69,485075,739434,0
24328,52,98448,55,210390,454904,1
24329,27,137399,56,283400,752383,1
24330,29,95014,29,355701,775897,1
24331,27,80501,41,136185,778938,1
24332,51,52825,2,299658,391156,0
24333,41,95412,6,142847,124970,1
24334,45,125173,59,215735,731084,0
24335,39,80832,65,400118,150400,1
24336,62,101707,31,283343,593842,1
24337,33,21304,91,72042,388331,1
24338,30,70782,46,171123,376122,0
24339,53,73232,60,308564,410533,0
24340,53,106223,46,466251,151012,0
24341,60,26003,19,104388,378971,0
24342,40,144046,1,465721,426159,1
24343,31,36796,95,366505,598648,1
24344,49,70770,18,166401,297490,0
24345,20,139859,7,347919,545206,0
24346,44,90672,32,488839,481752,1
24347,36,22777,99,80240,672468,1
24348,39,86275,96,191845,280165,0
24349,18,74051,59,397393,681874,1
24350,22,114626,65,420677,688103,0
24351,66,134087,97,442974,512342,1
24352,50,135606,12,193467,137246,0
24353,68,46824,45,176771,89954,0
24354,36,60353,24,39884,570466,0
24355,53,66521,54,9367,758471,1
24356,68,48658,4,130031,327371,1
24357,23,91157,79,53641,656605,1
24358,32,51825,96,497399,302907,0
24359,53,44191,24,260261,491689,0
24360,50,32367,23,28076,399282,1
24361,41,108252,89,449803,206417,0
24362,44,21503,49,354434,564216,0
24363,66,72379,90,446929,59358,1
24364,28,20827,21,281718,209837,0
24365,66,39615,70,135989,327278,1
24366,40,100625,22,499631,90442,1
24367,50,72025,75,261565,620440,0
24368,58,29809,37,86365,176465,1
24369,63,98891,30,401070,264463,1
24370,64,144065,31,234840,171243,1
24371,46,107772,33,362624,481137,0
24372,48,128180,76,196466,246854,1
24373,18,33947,27,412357,139406,1
24374,51,110621,78,6318,537936,0
24375,35,25632,58,439996,560114,0
24376,35,28886,1,186468,298104,0
24377,23,137967,64,479148,166519,1
24378,69,40400,72,64033,714826,0
24379,57,49792,72,161332,697033,0
24380,18,136756,93,357303,90233,0
24381,64,134678,26,319310,588892,1
24382,59,115586,90,338189,406175,1
24383,47,83414,49,391080,310639,0
24384,21,42008,84,19240,732945,1
24385,49,101818,44,223237,13780,1
24386,27,25523,43,99176,382683,1
24387,60,29438,49,122669,269645,0
24388,22,126895,52,155389,306011,1
24389,26,149012,71,226596,740911,1
24390,22,134125,32,288577,74812,0
24391,28,38991,55,485509,362802,0
24392,52,68159,18,123102,299900,0
24393,44,52759,86,46840,173998,1
24394,21,81928,59,17611,204856,1
24395,27,85823,29,145144,455928,1
24396,56,35796,32,393145,312652,0
24397,50,136091,54,234112,361501,1
24398,55,90068,84,354338,650543,1
24399,25,63137,31,14934,688804,0
24400,66,53208,43,463418,780882,1
24401,41,41996,41,410834,596817,0
24402,56,24885,8,199416,516613,0
24403,50,107012,43,314629,793595,0
24404,58,119572,51,346369,169625,1
24405,60,141907,8,97302,721052,0
24406,36,26864,9,84342,452115,1
24407,19,76159,78,161974,695307,0
24408,28,34565,46,443564,748913,1
24409,52,112624,33,131953,314983,1
24410,34,85721,58,43995,167953,1
24411,59,106177,79,397475,101061,0
24412,20,113382,94,125441,436417,0
24413,39,36348,94,48016,677704,0
24414,52,128944,31,276066,189469,0
24415,38,56311,69,54190,671883,0
24416,42,127975,83,250378,25796,0
24417,56,57654,48,344213,186806,0
24418,19,113174,11,395636,353574,0
24419,18,122944,74,378888,84417,1
24420,24,145340,33,165748,11877,1
24421,37,47154,61,171009,446727,1
24422,60,119448,88,233462,641584,0
24423,23,40548,15,336453,284080,0
24424,53,51012,29,467812,293893,1
24425,68,83190,27,483051,305738,1
24426,38,86170,20,164268,337338,1
24427,68,27577,36,50762,615433,0
24428,63,37687,14,46779,513380,1
24429,52,131157,37,27658,326767,1
24430,53,102452,88,457385,633877,1
24431,25,115840,49,485684,435872,0
24432,67,79225,36,106709,770440,1
24433,21,39081,58,391332,199446,1
24434,60,131145,93,278148,594132,1
24435,33,50620,15,50200,182082,1
24436,20,86488,39,352709,598538,0
24437,24,55573,5,45896,85853,0
24438,19,109506,97,255659,671704,1
24439,18,67131,45,415042,64987,0
24440,18,148395,1,271478,352600,1
24441,55,143449,47,148535,35280,0
24442,68,125086,34,326937,457430,0
24443,24,114635,8,272016,52285,0
24444,41,112934,88,165646,173155,1
24445,22,129711,54,433346,462576,0
24446,38,45555,87,340764,190141,0
24447,45,123516,60,81471,9638,1
24448,35,24130,77,237980,503547,1
24449,41,85115,37,95798,468170,1
24450,49,44326,46,319262,221259,1
24451,62,72693,18,378194,102932,0
24452,50,63533,10,205479,366885,1
24453,27,23386,68,447422,60801,0
24454,26,146435,71,198820,93626,1
24455,66,63837,86,109893,262818,1
24456,50,62697,76,69065,10363,0
24457,50,46999,24,341832,420898,0
24458,24,129377,47,152172,522073,0
24459,21,36149,37,146025,489997,0
24460,45,80047,72,498086,76597,0
24461,40,117122,84,317390,729384,0
24462,49,98830,43,308500,590944,0
24463,61,30727,82,327273,197836,1
24464,33,146447,25,75163,136728,0
24465,63,91626,87,70462,519761,0
24466,27,91031,18,130228,38139,1
24467,31,142346,51,444051,158868,0
24468,56,148298,46,440240,465496,0
24469,53,71552,75,148320,274225,0
24470,51,114561,59,150206,532543,0
24471,41,32147,39,240175,691828,1
24472,35,89088,78,398944,672907,0
24473,33,37362,86,186668,547403,1
24474,58,59315,38,413858,227827,1
24475,54,107433,55,29699,663710,0
24476,58,44978,79,411443,88706,1
24477,42,30996,5,13659,566049,1
24478,25,37898,5,336109,798938,0
24479,41,95275,50,484980,166958,0
24480,37,36777,42,32507,791956,1
24481,65,137318,19,22315,29716,0
24482,47,140503,34,332195,361216,1
24483,37,134791,53,177684,685852,0
24484,35,149034,80,229316,696782,1
24485,21,33297,21,356237,531485,0
24486,65,87279,45,90738,164036,0
24487,53,33536,96,291851,357078,1
24488,23,90972,60,11461,58547,0
24489,20,50589,53,167130,284269,0
24490,35,20421,19,263843,671589,0
24491,64,124720,88,324235,51457,1
24492,57,75349,35,42560,241731,0
24493,35,74444,82,231877,68153,0
24494,40,67350,14,6231,685185,0
24495,52,26808,86,430160,270041,1
24496,23,57481,94,365730,298656,0
24497,43,148158,12,339908,347246,0
24498,38,121481,49,92646,110811,1
24499,41,56544,76,98298,53826,1
24500,32,106310,94,404296,219357,1
24501,44,143155,3,235433,763848,1
24502,49,108648,96,57359,158099,0
24503,29,109130,27,162748,70352,1
24504,22,134547,92,204679,389416,0
24505,24,110305,82,175569,281717,1
24506,39,98134,25,458014,549779,1
24507,44,114827,15,468796,107341,1
24508,32,135814,27,427704,417278,0
24509,56,48594,15,354257,667964,1
24510,62,34980,30,214445,70186,1
24511,52,69401,75,423534,306882,1
24512,43,129963,59,148265,206201,1
24513,40,112941,45,347797,150335,0
24514,30,57819,53,265587,113545,1
24515,43,85126,78,50361,56578,1
24516,20,58879,45,51539,437751,1
24517,46,24391,92,114680,703117,0
24518,19,110349,72,450673,342907,1
24519,45,126091,61,190291,676983,1
24520,40,105640,11,75830,389320,0
24521,53,40393,78,351217,539168,0
24522,66,90441,51,336400,357007,0
24523,23,120640,86,496639,242118,0
24524,28,71736,89,247745,773339,0
24525,55,148629,74,381997,632619,0
24526,51,70917,39,184481,41821,1
24527,34,122221,24,176421,647227,1
24528,20,85526,6,140914,371131,0
24529,61,83743,33,448015,678195,0
24530,63,131112,22,423782,623833,0
24531,51,78486,60,480858,49574,0
24532,39,145046,20,178621,52937,1
24533,46,86650,11,471295,22440,0
24534,46,112331,35,85507,785607,0
24535,22,33010,35,15033,782588,0
24536,27,149849,65,1489,265870,1
24537,27,124344,90,30718,173716,1
24538,26,70291,78,469129,682546,0
24539,38,27967,49,228417,46155,0
24540,30,107573,66,85562,59588,0
24541,27,141180,46,55121,244290,0
24542,55,139350,5,146654,585158,1
24543,28,131067,39,457379,298441,1
24544,21,138204,79,481639,578314,0
24545,63,132747,85,155225,759585,1
24546,48,62936,93,447594,592940,0
24547,66,67692,51,86859,776852,1
24548,69,128092,21,116354,391554,0
24549,51,53913,38,392485,166697,0
24550,59,87163,36,218205,549718,1
24551,52,30050,14,116259,364849,1
24552,56,135933,33,132795,774027,0
24553,56,95210,23,136401,755232,0
24554,50,107681,72,26956,166275,0
24555,25,78865,84,209474,28869,1
24556,49,135057,38,395531,72560,0
24557,50,34264,47,193902,123848,0
24558,25,74007,64,94602,369311,0
24559,63,113304,47,166282,238336,1
24560,31,107240,1,408504,332023,1
24561,51,137920,42,126122,479333,1
24562,25,136473,68,50924,181674,1
24563,68,51961,78,169902,764089,0
24564,59,69726,86,277396,211171,1
24565,24,35759,76,318486,627460,0
24566,30,134392,25,383292,549794,1
24567,38,25504,57,402350,426998,1
24568,64,126324,52,86608,581869,1
24569,49,116319,7,39488,452499,1
24570,28,83699,7,350117,723182,1
24571,31,138391,56,188383,425839,0
24572,28,67172,39,269190,27058,1
24573,19,115355,70,311693,440125,1
24574,51,81816,83,28864,578485,0
24575,61,84807,58,362149,755705,0
24576,64,41861,23,86321,643034,0
24577,34,85152,10,227784,416569,0
24578,31,120876,72,148253,234894,1
24579,42,42289,36,211705,438849,1
24580,65,71267,71,11809,266504,1
24581,44,144782,3,122393,589050,0
24582,25,109357,72,29364,219167,1
24583,34,32271,77,348048,770210,0
24584,22,127652,95,2261,241608,1
24585,29,135773,13,24554,5767,1
24586,55,77504,90,114578,374722,0
24587,35,92729,48,483773,322171,1
24588,43,61718,66,4364,60098,0
24589,48,121052,3,330319,495968,1
24590,54,52707,63,145963,134139,0
24591,23,123709,15,425461,653487,1
24592,58,68573,2,319771,356319,1
24593,32,29021,61,213224,764765,1
24594,59,29040,59,379386,480426,0
24595,66,93435,17,213863,445518,1
24596,43,125285,11,186541,380125,1
24597,68,46552,5,163281,542905,1
24598,29,24344,70,420584,342983,1
24599,58,98938,67,29515,621443,0
24600,64,27203,23,5712,1628,0
24601,31,98854,96,444754,507925,0
24602,18,128025,63,169577,138346,1
24603,34,25440,4,465209,388342,0
24604,50,63209,29,102523,392710,1
24605,46,22892,17,240035,111721,1
24606,62,105544,95,240612,682737,0
24607,48,26687,35,292134,287729,1
24608,25,144557,48,478354,512254,1
24609,47,43807,85,221173,284683,1
24610,30,124608,87,46187,254271,0
24611,33,100925,48,159703,334332,0
24612,19,50152,95,275418,693731,0
24613,62,149285,53,407332,431116,1
24614,35,138793,65,177728,584799,0
24615,52,147690,75,337252,471816,0
24616,62,122758,1,474162,785981,1
24617,36,45875,7,129711,635870,0
24618,30,116088,77,316819,163141,1
24619,68,54939,84,254764,377099,0
24620,21,143509,70,344473,387158,0
24621,36,48939,30,368166,684088,0
24622,67,28469,70,409986,621486,0
24623,42,102943,98,226464,217338,0
24624,55,81515,99,347287,334834,1
24625,68,90157,84,142163,88975,1
24626,48,98441,38,436018,576852,0
24627,53,111311,30,119701,691939,1
24628,21,103637,97,440249,100493,0
24629,56,76355,54,171771,398791,1
24630,24,71132,88,206286,196288,1
24631,33,136278,95,133907,630425,1
24632,65,118573,16,315542,116999,0
24633,22,73249,16,165562,763525,0
24634,64,82719,27,120150,566888,1
24635,40,132129,22,450802,339792,0
24636,53,39004,15,83505,37299,1
24637,49,111498,46,157471,44464,0
24638,41,90762,1,105523,49300,0
24639,42,25253,28,441417,458179,0
24640,62,132024,33,111477,585572,0
24641,45,132066,15,339770,624211,1
24642,36,28726,95,440041,10814,1
24643,24,78952,57,183005,749320,1
24644,61,120702,70,28498,232899,0
24645,58,109115,68,440248,617411,1
24646,34,106552,58,226281,744812,1
24647,19,80258,20,489974,22918,1
24648,33,60000,4,40606,651750,0
24649,56,66273,10,435691,320121,0
24650,35,117486,7,324277,596816,1
24651,56,68426,91,37843,245235,0
24652,18,49735,57,110083,669665,1
24653,20,126959,6,12691,346910,0
24654,38,85558,55,133192,770952,1
24655,47,61648,31,365355,658431,1
24656,28,146946,64,132889,619995,0
24657,39,52519,36,418322,785796,0
24658,64,147103,91,66802,138534,1
24659,42,21286,13,432346,85150,1
24660,20,89396,75,132006,599938,0
24661,47,95810,73,350994,714995,0
24662,41,30726,72,219743,125413,1
24663,62,81540,61,97582,497152,0
24664,53,135424,10,484297,290444,1
24665,40,141572,66,497187,300164,0
24666,25,114818,24,255575,76806,0
24667,21,115313,99,77988,13552,0
24668,67,45916,34,395427,71174,1
24669,56,99826,50,445172,354874,0
24670,60,22377,75,82536,558705,0
24671,48,44771,1,40914,592640,0
24672,46,112573,5,55656,267677,0
24673,53,69004,27,455474,255184,1
24674,30,74780,7,25485,53668,1
24675,58,95232,1,46885,730500,1
24676,26,71267,32,297166,297979,1
24677,38,132008,17,270388,139942,1
24678,68,123696,18,318650,57430,1
24679,20,41802,68,441994,751930,1
24680,42,104838,49,194539,94759,1
24681,42,142711,13,218318,213648,1
24682,29,64984,69,174869,298064,0
24683,46,45446,22,95747,333693,0
24684,28,50860,26,311539,555573,0
24685,69,110296,68,190008,289214,0
24686,28,95417,87,212055,432556,1
24687,66,103132,5,431385,707780,1
24688,43,31837,9,360452,593903,1
24689,31,82482,77,155237,504474,0
24690,33,58992,62,153662,526246,0
24691,27,28689,73,292280,454445,1
24692,48,21565,68,151179,670200,1
24693,48,144542,90,246451,225601,1
24694,53,44793,78,401921,604348,1
24695,27,24620,2,322981,651562,1
24696,43,85200,95,103224,391910,1
24697,37,45937,50,147445,239354,0
24698,61,130712,51,47142,158858,0
24699,26,141300,90,251037,577916,1
24700,32,142227,2,476187,590273,0
24701,26,103425,41,13994,235760,1
24702,24,108242,64,53316,442590,1
24703,43,145038,44,342440,699648,1
24704,41,79400,52,186522,48591,0
24705,29,65277,37,300231,624273,0
24706,37,45372,66,425640,652123,1
24707,31,24956,92,284557,772001,0
24708,39,125069,56,129835,4847,0
24709,33,81394,23,419689,389782,1
24710,46,31911,71,314130,593015,0
24711,49,133771,39,108763,73273,1
24712,36,101232,86,357356,463498,1
24713,52,71403,60,120173,696049,1
24714,60,26670,56,458742,471201,1
24715,49,79844,36,94691,273422,1
24716,37,83137,1,351504,652306,0
24717,68,118227,98,184925,466715,0
24718,57,43473,4,346866,58907,1
24719,37,67298,41,39012,265286,0
24720,25,128804,99,462155,1908,0
24721,52,41345,53,267590,60753,0
24722,59,45608,31,301280,103182,1
24723,30,131831,33,449982,103249,0
24724,58,64804,5,277589,746505,1
24725,23,131514,43,295902,343323,0
24726,64,121488,11,264820,211687,0
24727,33,124052,32,42904,65343,1
24728,22,126835,1,315607,611628,1
24729,62,30286,43,221627,392335,0
24730,68,123229,6,454815,311069,1
24731,51,98636,92,431382,136866,1
24732,23,36872,81,468445,321346,0
24733,50,62305,11,297891,615057,1
24734,32,61750,41,328872,172554,1
24735,32,109185,27,423154,393769,0
24736,31,64476,61,346254,522562,0
24737,56,65148,76,149554,283783,0
24738,22,111946,13,186905,707905,0
24739,69,140059,95,115827,625360,0
24740,43,135874,35,331966,101440,1
24741,65,123581,25,72454,478537,1
24742,34,108642,94,61789,624208,1
24743,60,97961,36,169082,709250,1
24744,64,113567,21,424600,634192,1
24745,69,73559,55,244502,584295,1
24746,33,91969,36,272410,4163,1
24747,52,99936,28,231844,299538,0
24748,55,93477,27,23774,58968,1
24749,40,105189,12,166902,36605,0
24750,30,136394,74,140828,793835,1
24751,50,39983,26,357118,20047,1
24752,46,135390,93,113488,153506,1
24753,63,66016,45,310726,542254,1
24754,51,36260,6,395056,702550,1
24755,51,107576,89,436803,646072,0
24756,44,54041,8,205292,83276,0
24757,32,86074,75,371810,412508,1
24758,67,64713,17,336913,234486,1
24759,26,89748,38,340519,694079,1
24760,43,104859,77,254000,166680,1
24761,20,47190,41,406980,116497,1
24762,53,118789,15,418848,671217,0
24763,64,37770,83,100870,668099,1
24764,22,70201,83,84394,669371,0
24765,37,119087,74,6834,289483,1
24766,37,31251,28,293180,148507,0
24767,22,121228,25,212053,504980,0
24768,27,143499,79,494315,572723,0
24769,33,142865,35,239606,256956,1
24770,42,109689,80,248619,469529,0
24771,61,107532,37,371929,18261,0
24772,42,148356,27,343130,23858,1
24773,47,52155,5,476416,72947,1
24774,31,82939,59,4492,9275,0
24775,39,114621,88,263049,518129,0
24776,60,28061,66,331926,607152,0
24777,45,60057,99,390731,256392,0
24778,47,121836,57,7547,783806,1
24779,36,44408,61,415534,149695,1
24780,55,122828,97,78094,365625,1
24781,59,147218,96,321035,630364,1
24782,37,146354,60,153367,582900,1
24783,52,38188,64,331888,82596,0
24784,39,42779,32,243615,551969,1
24785,32,111210,16,368089,347624,0
24786,28,44687,44,367503,640354,1
24787,51,44214,87,170594,440019,0
24788,41,147757,90,159983,332992,1
24789,23,86505,69,130023,561375,1
24790,34,103553,61,141007,122448,0
24791,45,126855,71,193141,528084,0
24792,67,41246,34,294673,490656,0
24793,48,53686,74,32017,476196,0
24794,53,36551,86,162485,566235,0
24795,26,39705,21,420559,438520,1
24796,27,114015,19,402318,134427,0
24797,38,80149,52,100182,44797,0
24798,51,112372,42,137570,231181,0
24799,48,35802,39,198278,747040,1
24800,46,147763,45,272775,219226,0
24801,60,83391,89,18173,568799,0
24802,60,144749,13,314483,189707,0
24803,28,31031,43,154481,686468,0
24804,50,75341,83,96452,417830,0
24805,63,41521,71,280540,466239,0
24806,18,106894,95,185371,53845,0
24807,38,45333,66,424164,487304,1
24808,40,131965,45,86681,692893,0
24809,26,84731,4,151948,421086,1
24810,18,57551,1,262312,530821,1
24811,38,57261,60,362732,374627,0
24812,39,130313,50,76944,223163,1
24813,21,21973,87,489773,145036,0
24814,18,30900,47,167724,748093,0
24815,68,69249,17,363489,98568,0
24816,27,39460,86,372700,228997,1
24817,32,112031,35,477500,644895,1
24818,69,22206,8,445940,653982,1
24819,53,77282,56,479337,193778,1
24820,46,85622,60,239622,226866,1
24821,69,29958,55,150861,762453,1
24822,63,31383,7,378787,316408,0
24823,22,147418,65,206735,508894,1
24824,46,124619,25,352526,398882,1
24825,64,138335,24,74151,726064,1
24826,64,89213,97,409030,698847,0
24827,44,45257,75,189293,417975,0
24828,42,100106,96,191523,77633,0
24829,33,93181,93,161888,164949,1
24830,33,65176,65,88236,696477,1
24831,53,98320,47,404665,684528,0
24832,42,147587,8,234922,657513,0
24833,58,47045,45,471493,746704,1
24834,18,28326,29,439808,96271,0
24835,22,48986,31,319679,350,1
24836,58,124516,57,218786,290532,0
24837,37,30437,99,132997,764778,0
24838,22,125264,7,361993,452022,1
24839,53,72941,31,187406,169532,0
24840,46,114218,60,292804,120618,1
24841,65,33156,56,180235,710473,1
24842,51,47777,32,242719,589074,1
24843,65,45310,94,285494,753730,0
24844,35,135821,61,174660,437933,0
24845,19,137786,61,129961,136161,0
24846,33,39855,76,304513,622618,1
24847,46,90975,99,404520,323521,1
24848,50,56033,64,350176,217920,0
24849,33,87504,10,468265,632751,1
24850,52,125817,26,403845,273180,0
24851,64,81455,69,468121,728388,1
24852,60,72296,87,470489,750534,0
24853,59,125395,73,196423,4583,0
24854,34,99475,97,473816,198912,0
24855,21,53992,37,72470,355201,0
24856,66,60580,30,102821,274301,0
24857,21,53955,97,299280,617393,1
24858,68,134694,2,47801,671174,0
24859,42,120412,42,268210,170463,0
24860,50,101247,68,169039,363403,1
24861,31,106940,90,323756,389161,1
24862,41,47108,94,124269,428519,0
24863,28,49303,35,484186,48383,1
24864,42,80866,10,491736,477288,1
24865,45,78781,31,185951,18997,0
24866,24,70087,79,185496,189426,0
24867,66,43582,85,294642,644279,1
24868,53,110671,6,277791,262014,0
24869,27,65146,65,198375,222866,0
24870,66,58405,74,329490,364332,0
24871,53,45021,2,431597,355300,1
24872,48,21308,9,221397,677555,0
24873,36,119720,81,439890,663838,0
24874,35,139733,80,384767,120049,1
24875,66,85107,66,4746,327877,1
24876,23,38289,80,277333,55856,0
24877,45,129706,99,275155,415142,1
24878,24,116018,59,358830,241415,0
24879,55,77673,92,289103,636012,0
24880,29,109220,13,165356,374195,0
24881,58,27782,6,176042,627387,1
24882,67,124406,25,59210,541993,0
24883,51,138085,63,434798,550414,1
24884,42,40062,59,463493,720499,1
24885,34,46129,90,141672,736106,0
24886,50,49716,46,497724,340610,1
24887,40,91566,15,158146,458010,0
24888,26,121306,66,93757,633760,1
24889,23,141310,86,126965,567976,0
24890,19,130025,42,469778,160022,0
24891,55,120869,92,345338,408303,1
24892,26,22583,17,94569,156466,1
24893,20,63232,23,52511,255475,1
24894,33,96347,15,343252,74787,1
24895,42,132411,38,299550,526370,1
24896,41,42235,56,419013,737574,0
24897,64,43881,34,223981,69293,1
24898,46,136502,94,163320,317945,0
24899,61,89454,65,483203,591579,1
24900,57,33869,80,89978,601751,1
24901,43,26511,89,108,135823,1
24902,55,34116,87,181410,458899,1
24903,52,55981,97,23052,591672,1
24904,40,89423,34,96934,644393,1
24905,21,76909,73,194891,1093,0
24906,59,86758,16,388842,52724,1
24907,31,131614,50,118614,185538,1
24908,64,91282,69,134969,701785,1
24909,56,105027,42,289922,594143,1
24910,24,104433,62,473713,415927,1
24911,25,147547,12,179344,575474,0
24912,59,81877,69,268857,119577,0
24913,68,41236,87,350677,718679,1
24914,36,131182,72,167213,548951,1
24915,19,139664,99,267676,424089,0
24916,64,149214,80,439898,301582,0
24917,18,34432,84,13162,240518,1
24918,59,79895,28,438132,608766,0
24919,55,48014,30,89990,366237,1
24920,30,101711,75,24498,35859,0
24921,59,90519,50,334915,226852,0
24922,61,95925,17,489962,509121,0
24923,41,106058,10,329663,129246,0
24924,49,37704,88,380256,524680,1
24925,47,65968,95,482466,606632,1
24926,23,38750,11,412474,541543,0
24927,55,139001,47,34385,683237,0
24928,50,81134,8,424837,195182,0
24929,61,88071,31,447702,375986,1
24930,40,108209,37,208737,489495,1
24931,27,71527,33,179215,501925,1
24932,63,145186,9,323670,133476,0
24933,32,137301,46,169861,798341,1
24934,40,97942,3,326103,458993,1
24935,53,118034,13,85134,115648,1
24936,18,33453,28,313457,596664,0
24937,25,106305,52,28168,312029,1
24938,20,79006,61,464685,16954,0
24939,31,118528,24,83335,194967,1
24940,34,49565,10,457376,603738,1
24941,51,125700,42,414105,438561,0
24942,64,88336,37,226064,356567,1
24943,23,21280,15,326878,263322,0
24944,22,147220,28,378506,504195,0
24945,63,83663,37,7065,549940,1
24946,68,134018,65,471875,592342,1
24947,58,118825,13,350151,301309,0
24948,57,103538,59,159831,622182,0
24949,46,49834,68,202582,281215,1
24950,52,81558,56,113741,764018,1
24951,35,76958,30,66854,282756,1
24952,57,97410,64,372730,325168,0
24953,65,37985,67,284138,761320,0
24954,47,22306,20,475986,533354,1
24955,32,27822,99,450881,293029,1
24956,32,131162,27,425155,297239,1
24957,33,48403,12,193387,401821,0
24958,50,132488,41,352435,69706,1
24959,27,78559,80,37494,136374,1
24960,36,20942,96,67961,258371,1
24961,54,56699,51,413168,788971,0
24962,67,127649,97,350602,464426,0
